##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Phagosome	KEGG PATHWAY	hsa04145	3	152	0.198637313937	0.330948812432	COMP|FAT|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa04145/hsa:1311%09red/hsa:7099%09red/hsa:948%09red
Telomere Maintenance	Reactome	R-HSA-157579	2	82	0.20192680079	0.335854319947	H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-157579
Transcriptional regulation of pluripotent stem cells	Reactome	R-HSA-452723	1	22	0.204405839005	0.338819218658	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-452723
Blood group systems biosynthesis	Reactome	R-HSA-9033658	1	22	0.204405839005	0.338819218658	FUT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9033658
Peroxisome	KEGG PATHWAY	hsa04146	2	83	0.205530490477	0.340104025909	PEX13|ALS	http://www.genome.jp/kegg-bin/show_pathway?hsa04146/hsa:6647%09red/hsa:5194%09red
Cushing syndrome	KEGG PATHWAY	hsa04934	3	155	0.206238089974	0.340564092296	KMT2A|NCEH1|LDLR	http://www.genome.jp/kegg-bin/show_pathway?hsa04934/hsa:4297%09red/hsa:57552%09red/hsa:3949%09red
Ras signaling pathway	KEGG PATHWAY	hsa04014	4	232	0.206508545174	0.340564092296	TIE2|VEGFD|TBK1|MET	http://www.genome.jp/kegg-bin/show_pathway?hsa04014/hsa:29110%09red/hsa:2277%09red/hsa:7010%09red/hsa:4233%09red
Global Genome Nucleotide Excision Repair (GG-NER)	Reactome	R-HSA-5696399	2	84	0.209141123345	0.344322018637	NFRKB|CHD1L	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696399
Renin-angiotensin system	KEGG PATHWAY	hsa04614	1	23	0.212278833	0.345396830283	NEP	http://www.genome.jp/kegg-bin/show_pathway?hsa04614/hsa:4311%09red
Protein export	KEGG PATHWAY	hsa03060	1	23	0.212278833	0.345396830283	SRP72	http://www.genome.jp/kegg-bin/show_pathway?hsa03060/hsa:6731%09red
Mitochondrial calcium ion transport	Reactome	R-HSA-8949215	1	23	0.212278833	0.345396830283	AKAP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8949215
Growth hormone receptor signaling	Reactome	R-HSA-982772	1	23	0.212278833	0.345396830283	CSH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-982772
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	Reactome	R-HSA-193368	1	23	0.212278833	0.345396830283	NCOA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193368
Cytosolic sulfonation of small molecules	Reactome	R-HSA-156584	1	23	0.212278833	0.345396830283	ST1E1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156584
BBSome-mediated cargo-targeting to cilium	Reactome	R-HSA-5620922	1	23	0.212278833	0.345396830283	BBS12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620922
Glucose metabolism	Reactome	R-HSA-70326	2	85	0.212758211155	0.345598897251	FBP1|G6PC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70326
Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	R-HSA-450531	2	86	0.216381274601	0.350314442906	PSME4|XRN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450531
Regulation of PLK1 Activity at G2/M Transition	Reactome	R-HSA-2565942	2	86	0.216381274601	0.350314442906	CEP63|SSNA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2565942
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	KEGG PATHWAY	hsa00534	1	24	0.220074114669	0.353353322727	EXT2	http://www.genome.jp/kegg-bin/show_pathway?hsa00534/hsa:2132%09red
Vitamin digestion and absorption	KEGG PATHWAY	hsa04977	1	24	0.220074114669	0.353353322727	PLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa04977/hsa:151056%09red
Sema4D in semaphorin signaling	Reactome	R-HSA-400685	1	24	0.220074114669	0.353353322727	MET	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400685
SUMOylation of intracellular receptors	Reactome	R-HSA-4090294	1	24	0.220074114669	0.353353322727	ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4090294
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	Reactome	R-HSA-9634638	1	24	0.220074114669	0.353353322727	SRF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634638
Gap junction	KEGG PATHWAY	hsa04540	2	88	0.223643455062	0.357315405213	ADRB1|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04540/hsa:1812%09red/hsa:153%09red
MAPK6/MAPK4 signaling	Reactome	R-HSA-5687128	2	88	0.223643455062	0.357315405213	PSME4|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5687128
PI3K/AKT Signaling in Cancer	Reactome	R-HSA-2219528	2	88	0.223643455062	0.357315405213	MET|BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219528
Necroptosis	KEGG PATHWAY	hsa04217	3	162	0.224217257965	0.357644904918	BIRC3|H2A|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa04217/hsa:8338%09red/hsa:7099%09red/hsa:330%09red
Processing of Capped Intron-Containing Pre-mRNA	Reactome	R-HSA-72203	4	241	0.225117305486	0.358492861274	U2AF1|AQR|THOC6|DDX46	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72203
Collagen formation	Reactome	R-HSA-1474290	2	89	0.227281656973	0.358644098739	LAMA3|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474290
Peptide hormone metabolism	Reactome	R-HSA-2980736	2	89	0.227281656973	0.358644098739	NEP|MYRIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980736
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	R-HSA-6811558	2	89	0.227281656973	0.358644098739	MET|BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811558
alpha-Linolenic acid metabolism	KEGG PATHWAY	hsa00592	1	25	0.227792449148	0.358644098739	PLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00592/hsa:151056%09red
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	KEGG PATHWAY	hsa00563	1	25	0.227792449148	0.358644098739	GPI8	http://www.genome.jp/kegg-bin/show_pathway?hsa00563/hsa:10026%09red
Basigin interactions	Reactome	R-HSA-210991	1	25	0.227792449148	0.358644098739	L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210991
APC-Cdc20 mediated degradation of Nek2A	Reactome	R-HSA-179409	1	25	0.227792449148	0.358644098739	BUB1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-179409
Hypertrophic cardiomyopathy (HCM)	KEGG PATHWAY	hsa05410	2	90	0.230924004067	0.362987166328	ACTC|LAMA	http://www.genome.jp/kegg-bin/show_pathway?hsa05410/hsa:284217%09red/hsa:70%09red
RNA transport	KEGG PATHWAY	hsa03013	3	165	0.232015286808	0.364114313007	XPO5|NMD3|THOC6	http://www.genome.jp/kegg-bin/show_pathway?hsa03013/hsa:51068%09red/hsa:57510%09red/hsa:79228%09red
Morphine addiction	KEGG PATHWAY	hsa05032	2	91	0.234570059801	0.364773662451	PDE2A|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05032/hsa:1812%09red/hsa:5138%09red
Rheumatoid arthritis	KEGG PATHWAY	hsa05323	2	91	0.234570059801	0.364773662451	TIE2|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05323/hsa:7010%09red/hsa:7099%09red
PCP/CE pathway	Reactome	R-HSA-4086400	2	91	0.234570059801	0.364773662451	PSME4|RYK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4086400
Folate biosynthesis	KEGG PATHWAY	hsa00790	1	26	0.235434594059	0.364773662451	IAP	http://www.genome.jp/kegg-bin/show_pathway?hsa00790/hsa:250%09red
WNT ligand biogenesis and trafficking	Reactome	R-HSA-3238698	1	26	0.235434594059	0.364773662451	WLS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3238698
Caspase activation via extrinsic apoptotic signalling pathway	Reactome	R-HSA-5357769	1	26	0.235434594059	0.364773662451	TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357769
FGFR2 alternative splicing	Reactome	R-HSA-6803529	1	26	0.235434594059	0.364773662451	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803529
DARPP-32 events	Reactome	R-HSA-180024	1	26	0.235434594059	0.364773662451	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180024
cGMP-PKG signaling pathway	KEGG PATHWAY	hsa04022	3	167	0.237241274862	0.366752329328	ADRB1|SRF|PDE2A	http://www.genome.jp/kegg-bin/show_pathway?hsa04022/hsa:5138%09red/hsa:153%09red/hsa:6722%09red
Th1 and Th2 cell differentiation	KEGG PATHWAY	hsa04658	2	92	0.238219395823	0.366752329328	JAG2|DLL1	http://www.genome.jp/kegg-bin/show_pathway?hsa04658/hsa:28514%09red/hsa:3714%09red
Post-translational modification: synthesis of GPI-anchored proteins	Reactome	R-HSA-163125	2	92	0.238219395823	0.366752329328	DPM1|GPI8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163125
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Reactome	R-HSA-975138	2	92	0.238219395823	0.366752329328	ECSIT|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975138
Factors involved in megakaryocyte development and platelet production	Reactome	R-HSA-983231	3	168	0.239861931762	0.368697724493	KIF27|AKAP1|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983231
Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	R-HSA-168181	2	93	0.241871591846	0.369437913274	ECSIT|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168181
MyD88 dependent cascade initiated on endosome	Reactome	R-HSA-975155	2	93	0.241871591846	0.369437913274	ECSIT|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975155
Regulation of expression of SLITs and ROBOs	Reactome	R-HSA-9010553	3	169	0.242487465272	0.369437913274	PSME4|SLIT1|GST1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9010553
Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG PATHWAY	hsa00601	1	27	0.243001299584	0.369437913274	FUT2	http://www.genome.jp/kegg-bin/show_pathway?hsa00601/hsa:2524%09red
BMAL1:CLOCK,NPAS2 activates circadian gene expression	Reactome	R-HSA-1368108	1	27	0.243001299584	0.369437913274	NCOA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1368108
Endogenous sterols	Reactome	R-HSA-211976	1	27	0.243001299584	0.369437913274	NCOA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211976
Insulin processing	Reactome	R-HSA-264876	1	27	0.243001299584	0.369437913274	MYRIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-264876
RHO GTPases activate PKNs	Reactome	R-HSA-5625740	2	94	0.245526235536	0.370958116733	H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625740
HDACs deacetylate histones	Reactome	R-HSA-3214815	2	94	0.245526235536	0.370958116733	H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214815
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	Reactome	R-HSA-141444	2	94	0.245526235536	0.370958116733	CENPI|BUB1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-141444
Amplification of signal from the kinetochores	Reactome	R-HSA-141424	2	94	0.245526235536	0.370958116733	CENPI|BUB1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-141424
Metabolism of nucleotides	Reactome	R-HSA-15869	2	95	0.249182922393	0.374969214162	ADK2|UMPS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-15869
Disorders of transmembrane transporters	Reactome	R-HSA-5619115	3	172	0.250391605621	0.374969214162	PSME4|ABCA3|FUCT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619115
Acyl chain remodelling of PC	Reactome	R-HSA-1482788	1	28	0.250493308536	0.374969214162	PLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1482788
G1/S-Specific Transcription	Reactome	R-HSA-69205	1	28	0.250493308536	0.374969214162	FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69205
Interconversion of nucleotide di- and triphosphates	Reactome	R-HSA-499943	1	28	0.250493308536	0.374969214162	ADK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-499943
Negative regulation of the PI3K/AKT network	Reactome	R-HSA-199418	2	96	0.252841255642	0.377902521874	MET|BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199418
Hematopoietic cell lineage	KEGG PATHWAY	hsa04640	2	97	0.256500846113	0.380223863347	NEP|FAT	http://www.genome.jp/kegg-bin/show_pathway?hsa04640/hsa:4311%09red/hsa:948%09red
Glycerophospholipid metabolism	KEGG PATHWAY	hsa00564	2	97	0.256500846113	0.380223863347	PLPP3|PLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00564/hsa:151056%09red/hsa:8613%09red
p75 NTR receptor-mediated signalling	Reactome	R-HSA-193704	2	97	0.256500846113	0.380223863347	OBSCN|CASP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193704
Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	2	97	0.256500846113	0.380223863347	ECSIT|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168138
Linoleic acid metabolism	KEGG PATHWAY	hsa00591	1	29	0.257911356433	0.380223863347	PLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00591/hsa:151056%09red
Hippo signaling pathway - multiple species	KEGG PATHWAY	hsa04392	1	29	0.257911356433	0.380223863347	LATS1	http://www.genome.jp/kegg-bin/show_pathway?hsa04392/hsa:9113%09red
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	Reactome	R-HSA-9615017	1	29	0.257911356433	0.380223863347	ATX3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9615017
Myogenesis	Reactome	R-HSA-525793	1	29	0.257911356433	0.380223863347	HTF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-525793
TRAF6 mediated IRF7 activation	Reactome	R-HSA-933541	1	29	0.257911356433	0.380223863347	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933541
Aldosterone synthesis and secretion	KEGG PATHWAY	hsa04925	2	98	0.260161312138	0.382382109834	LDLR|PDE2A	http://www.genome.jp/kegg-bin/show_pathway?hsa04925/hsa:5138%09red/hsa:3949%09red
Endocrine resistance	KEGG PATHWAY	hsa01522	2	98	0.260161312138	0.382382109834	JAG2|DLL1	http://www.genome.jp/kegg-bin/show_pathway?hsa01522/hsa:28514%09red/hsa:3714%09red
COPI-dependent Golgi-to-ER retrograde traffic	Reactome	R-HSA-6811434	2	99	0.263822279434	0.385791113507	KIF27|GBF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811434
Glyoxylate and dicarboxylate metabolism	KEGG PATHWAY	hsa00630	1	30	0.265256171569	0.385791113507	GCSP	http://www.genome.jp/kegg-bin/show_pathway?hsa00630/hsa:2731%09red
Regulation of TP53 Activity through Acetylation	Reactome	R-HSA-6804758	1	30	0.265256171569	0.385791113507	BRPF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804758
Nuclear import of Rev protein	Reactome	R-HSA-180746	1	30	0.265256171569	0.385791113507	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180746
TNFR1-induced NFkappaB signaling pathway	Reactome	R-HSA-5357956	1	30	0.265256171569	0.385791113507	BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357956
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	Reactome	R-HSA-8866652	1	30	0.265256171569	0.385791113507	UBA6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866652
Tuberculosis	KEGG PATHWAY	hsa05152	3	179	0.26897362798	0.390613940336	CYC|TLR1|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05152/hsa:54205%09red/hsa:7096%09red/hsa:7099%09red
Circadian rhythm	KEGG PATHWAY	hsa04710	1	31	0.272528475084	0.39168420422	ROR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04710/hsa:6095%09red
Glyoxylate metabolism and glycine degradation	Reactome	R-HSA-389661	1	31	0.272528475084	0.39168420422	GCSP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389661
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	R-HSA-983695	1	31	0.272528475084	0.39168420422	BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983695
Interaction between L1 and Ankyrins	Reactome	R-HSA-445095	1	31	0.272528475084	0.39168420422	L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445095
Cristae formation	Reactome	R-HSA-8949613	1	31	0.272528475084	0.39168420422	ATPO	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8949613
Disassembly of the destruction complex and recruitment of AXIN to the membrane	Reactome	R-HSA-4641262	1	31	0.272528475084	0.39168420422	LRP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641262
Rev-mediated nuclear export of HIV RNA	Reactome	R-HSA-165054	1	31	0.272528475084	0.39168420422	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-165054
ABC-family proteins mediated transport	Reactome	R-HSA-382556	2	102	0.274804554708	0.394372908157	PSME4|ABCA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382556
mRNA Splicing - Major Pathway	Reactome	R-HSA-72163	3	183	0.279662481922	0.399085481744	U2AF1|AQR|DDX46	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72163
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	Reactome	R-HSA-2173796	1	32	0.279728981038	0.399085481744	CCNT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173796
Activation of kainate receptors upon glutamate binding	Reactome	R-HSA-451326	1	32	0.279728981038	0.399085481744	EAA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-451326
Regulation of MECP2 expression and activity	Reactome	R-HSA-9022692	1	32	0.279728981038	0.399085481744	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022692
Signaling by Interleukins	Reactome	R-HSA-449147	8	619	0.282639132816	0.402646963733	GSTO1|TBK1|PSME4|FAT|MET|TIE2|ALS|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449147
Ion channel transport	Reactome	R-HSA-983712	3	185	0.285022016256	0.404511912706	TRPV5|TRPV6|TRPM3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983712
Cargo concentration in the ER	Reactome	R-HSA-5694530	1	33	0.286858396472	0.404511912706	LMAN2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5694530
Synthesis of bile acids and bile salts	Reactome	R-HSA-192105	1	33	0.286858396472	0.404511912706	NCOA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-192105
Interactions of Rev with host cellular proteins	Reactome	R-HSA-177243	1	33	0.286858396472	0.404511912706	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-177243
Sialic acid metabolism	Reactome	R-HSA-4085001	1	33	0.286858396472	0.404511912706	NPL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4085001
Glucagon signaling in metabolic regulation	Reactome	R-HSA-163359	1	33	0.286858396472	0.404511912706	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163359
Activation of Matrix Metalloproteinases	Reactome	R-HSA-1592389	1	33	0.286858396472	0.404511912706	CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1592389
Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	hsa05167	3	186	0.287705019007	0.404533213142	CYC|TRAF3|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05167/hsa:29110%09red/hsa:54205%09red/hsa:7187%09red
Separation of Sister Chromatids	Reactome	R-HSA-2467813	3	186	0.287705019007	0.404533213142	PSME4|CENPI|BUB1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2467813
Glucagon signaling pathway	KEGG PATHWAY	hsa04922	2	106	0.289433148767	0.405790279179	FBP1|G6PC2	http://www.genome.jp/kegg-bin/show_pathway?hsa04922/hsa:57818%09red/hsa:2203%09red
Parathyroid hormone synthesis, secretion and action	KEGG PATHWAY	hsa04928	2	106	0.289433148767	0.405790279179	TRPV5|LRP6	http://www.genome.jp/kegg-bin/show_pathway?hsa04928/hsa:4040%09red/hsa:56302%09red
Peptide ligand-binding receptors	Reactome	R-HSA-375276	3	188	0.293076736796	0.409715832529	QRFPR|CCKAR|GPR54	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375276
Integration of energy metabolism	Reactome	R-HSA-163685	2	107	0.29308550369	0.409715832529	FAT|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163685
Diseases of carbohydrate metabolism	Reactome	R-HSA-5663084	1	34	0.293917421485	0.409715832529	ARSB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663084
Signaling by WNT in cancer	Reactome	R-HSA-4791275	1	34	0.293917421485	0.409715832529	LRP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4791275
Interleukin-4 and Interleukin-13 signaling	Reactome	R-HSA-6785807	2	108	0.296735306448	0.413052150464	ROR1|FAT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6785807
HIF-1 signaling pathway	KEGG PATHWAY	hsa04066	2	109	0.300382250925	0.416807118793	TIE2|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa04066/hsa:7010%09red/hsa:7099%09red
Regulation of TP53 Degradation	Reactome	R-HSA-6804757	1	35	0.300906749299	0.416807118793	DAXX	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804757
Lysosome Vesicle Biogenesis	Reactome	R-HSA-432720	1	35	0.300906749299	0.416807118793	AP4B1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432720
mRNA Splicing	Reactome	R-HSA-72172	3	191	0.301146356127	0.416807118793	U2AF1|AQR|DDX46	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72172
Mitotic Spindle Checkpoint	Reactome	R-HSA-69618	2	110	0.304026037274	0.419004722759	CENPI|BUB1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69618
Senescence-Associated Secretory Phenotype (SASP)	Reactome	R-HSA-2559582	2	110	0.304026037274	0.419004722759	H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559582
